업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,추천수,상품명,상품가격(일반)(원)
6714,꽃미용실,5,이 미용업,서울특별시 마포구 임정로 73 (신공덕동),717-3078        ,6,커트,8000
7252,보아스,5,이 미용업,서울특별시 강서구 등촌로39길 7 (등촌동),02-2647-2080,6,커트,10000
7911,설가네부대찌개,1,한식,서울특별시 구로구 경인로 318-9 (개봉동),02-2613-2246,6,삼겹살(수입200g),9000
7641,한마음미용실,5,이 미용업,서울특별시 강동구 진황도로 47-2 (천호동 현대아파트),482-9649,6,파마(일반),18000
7641,한마음미용실,5,이 미용업,서울특별시 강동구 진황도로 47-2 (천호동 현대아파트),482-9649,6,파마(경로우대),15000
1921,선희미용실,5,이 미용업,서울특별시 강북구 한천로139가길 21 (수유동),992-1300        ,6,파마,20000
6730,미성이발관,5,이 미용업,서울특별시 서대문구 홍제천로 200-4 (연희동),3142-3396       ,6,커트,5000
1921,선희미용실,5,이 미용업,서울특별시 강북구 한천로139가길 21 (수유동),992-1300        ,6,커트,8000
7641,한마음미용실,5,이 미용업,서울특별시 강동구 진황도로 47-2 (천호동 현대아파트),482-9649,6,커트,5000
6739,신가네김밥타운,1,한식,서울특별시 서대문구 증가로25길 4 (북가좌동),373-1187        ,6,김밥,1000
6834,정훈사,7,세탁업,서울특별시 금천구 독산로73길 9 (독산동),839-8389        ,6,의복수선,2000
6834,정훈사,7,세탁업,서울특별시 금천구 독산로73길 9 (독산동),839-8389        ,6,양복세탁료,6000
7541,삼성회관,1,한식,서울특별시 중구 청구로3길 16 (신당동),2231-8520,6,돼지갈비(250g),12000
7344,LG쌍용세탁소,7,세탁업,서울특별시 중랑구 봉화산로 144 (상봉동),3421-8181,6,양복세탁료,6000
7443,금메달미용실,5,이 미용업,서울특별시 송파구 오금로32길 10 (송파동 미성맨션),418-4157,6,미용료(파마),25000
7541,삼성회관,1,한식,서울특별시 중구 청구로3길 16 (신당동),2231-8520,6,삼겹살,12000
1163,재일세탁소,7,세탁업,서울특별시 강북구 삼양로117길 18 (수유동),906-5161        ,6,의복수선료(바지),4000
1163,재일세탁소,7,세탁업,서울특별시 강북구 삼양로117길 18 (수유동),906-5161        ,6,양복세탁,6000
2928,지영미용실,5,이 미용업,서울특별시 강북구 도봉로18길 41 (미아동),981-3588 ,6,파마,15000
2928,지영미용실,5,이 미용업,서울특별시 강북구 도봉로18길 41 (미아동),981-3588 ,6,커트,4000
6369,선머리방,5,이 미용업,서울특별시 서대문구 모래내로 350 (홍은동),379-2696        ,6,파마,25000
6369,선머리방,5,이 미용업,서울특별시 서대문구 모래내로 350 (홍은동),379-2696        ,6,커트,6000
7418,더 이등병,5,이 미용업,서울특별시 중랑구 면목로33길 33 (면목동),2208-5513,6,이용료(커트),6000
7639,가나미용실,5,이 미용업,서울특별시 강동구 양재대로113길 14 (길동),488-0476,6,파마,20000
7639,가나미용실,5,이 미용업,서울특별시 강동구 양재대로113길 14 (길동),488-0476,6,커트,5000
7801,꽃샘미용실,5,이 미용업,서울특별시 중랑구 중랑역로 272-10 (묵동),02-971-2322,6,미용료(파마),20000
7850,청해루,2,중식,서울특별시 송파구 거마로20길 17 (마천동),404-5586,6,탕수육(中),13000
7850,청해루,2,중식,서울특별시 송파구 거마로20길 17 (마천동),404-5586,6,짬뽕,4500
7850,청해루,2,중식,서울특별시 송파구 거마로20길 17 (마천동),404-5586,6,자장면 ,3500
8174,호남식당,1,한식,서울특별시 송파구 거마로22길 1 (마천동),3402-0885,5,김치찌개,5000
6052,소문난맛함흥냉면,1,한식,서울특별시 성동구 무학봉18길 4-1 (하왕십리동),2299-5537       ,5,한우설렁탕,6000
8085,마르떼헤어,5,이 미용업,서울특별시 도봉구 도봉로113길 38 (쌍문동),02-990-6965,5,여성커트,10000
7937,털보고된이,1,한식,서울특별시 은평구 통일로83길 9-1 (갈현동),02-383-9289,5,된장찌개,6000
8174,호남식당,1,한식,서울특별시 송파구 거마로22길 1 (마천동),3402-0885,5,된장찌개,5000
7939,소백산영주한우,1,한식,서울특별시 은평구 은평로 187-3 (녹번동),02-358-1199,5,뚝불고기,7000
7939,소백산영주한우,1,한식,서울특별시 은평구 은평로 187-3 (녹번동),02-358-1199,5,한우갈비탕,8000
7442,훼밀리김밥,1,한식,서울특별시 송파구 성내천로21길 12 (마천동 신동아아파트),406-5415,5,된장찌개백반,4000
7442,훼밀리김밥,1,한식,서울특별시 송파구 성내천로21길 12 (마천동 신동아아파트),406-5415,5,돈가스,4500
7442,훼밀리김밥,1,한식,서울특별시 송파구 성내천로21길 12 (마천동 신동아아파트),406-5415,5,김치찌개백반,4000
7494,명동세탁소,7,세탁업,서울특별시 강북구 인수봉로79길 57 (수유동),997-2861,5,의복수선료(바지),3000
7494,명동세탁소,7,세탁업,서울특별시 강북구 인수봉로79길 57 (수유동),997-2861,5,양복세탁료,5000
7787,까끌래깍자,5,이 미용업,서울특별시 양천구 남부순환로70길 20-2 (신월동 우정주택),2603-7289,5,이용료,5000
7392,춘천식당,1,한식,서울특별시 서대문구 수색로2길 45 (남가좌동),309-2208,5,김치찌개백반,5000
7951,영화미용실,5,이 미용업,서울특별시 금천구 독산로44길 15 (시흥동),805-2864,5,파마,20000
5936,새론헤어라인,5,이 미용업,서울특별시 마포구 와우산로3길 13 (상수동),336-2431        ,5,커트,8000
7396,커커헤어아트,5,이 미용업,서울특별시 서대문구 세검정로1길 48 (홍은동),396-1462,5,커트,7000
7787,까끌래깍자,5,이 미용업,서울특별시 양천구 남부순환로70길 20-2 (신월동 우정주택),2603-7289,5,이용료,5000
7420,포토아트,13,기타서비스업종,서울특별시 중랑구 면목로40길 16 (면목동),435-1757,5,사진 촬영료,10000
7481,보원헤어,5,이 미용업,서울특별시 중랑구 동일로130길 71 (중화동),-,5,미용료(파마),14000
6529,약속다방,4,기타외식업(다방패스트푸드등),서울특별시 종로구 종로 302 (창신동),764-1100   ,5,녹차,2000
7787,까끌래깍자,5,이 미용업,서울특별시 양천구 남부순환로70길 20-2 (신월동 우정주택),2603-7289,5,염색,5000
7847,홍보성,2,중식,서울특별시 송파구 문정로4길 24-20 (문정동),400-4532,5,짬뽕,3500
7847,홍보성,2,중식,서울특별시 송파구 문정로4길 24-20 (문정동),400-4532,5,자장면,2500
7855,일심해장국,1,한식,서울특별시 송파구 양산로 12 (거여동),407-6718,5,해장국,4000
7855,일심해장국,1,한식,서울특별시 송파구 양산로 12 (거여동),407-6718,5,갈비탕,6000
7794,아산남성컷전문,5,이 미용업,서울특별시 강서구 강서로 207 (화곡동),0,5,이용료(학생),7000
7937,털보고된이,1,한식,서울특별시 은평구 통일로83길 9-1 (갈현동),02-383-9289,5,된장찌개,5000
7601,대풍손칼국수,1,한식,서울특별시 성북구 보문로 129 (보문동2가),953-3060,5,칼국수,5000
7794,아산남성컷전문,5,이 미용업,서울특별시 강서구 강서로 207 (화곡동),0,5,이용료(성인),9000
6208,동경헤어월드,5,이 미용업,서울특별시 마포구 월드컵북로16길 44 (성산동),325-6559        ,5,커트,8000
6208,동경헤어월드,5,이 미용업,서울특별시 마포구 월드컵북로16길 44 (성산동),325-6559        ,5,파마,25000
7858,가이드당구장,13,기타서비스업종,서울특별시 송파구 오금로 493 (거여동),404-4215,5,당구장이용료,4800
8094,향토이발관,5,이 미용업,서울특별시 도봉구 도봉로164길 44 (도봉동),02-954-8053,5,이발(경로우대),3000
8148,시골마당,1,한식,서울특별시 서초구 강남대로23길 30 (양재동),577-9453,5,된장찌개,5000
6712,연백이발관,5,이 미용업,서울특별시 마포구 만리재옛길 5 (공덕동),711-9782        ,5,이용료(성인),6000
6712,연백이발관,5,이 미용업,서울특별시 마포구 만리재옛길 5 (공덕동),711-9782        ,5,이용료(소아),6000
6712,연백이발관,5,이 미용업,서울특별시 마포구 만리재옛길 5 (공덕동),711-9782        ,5,염색(이발포함),11000
7937,털보고된이,1,한식,서울특별시 은평구 통일로83길 9-1 (갈현동),02-383-9289,5,김치찌개,7000
7442,훼밀리김밥,1,한식,서울특별시 송파구 성내천로21길 12 (마천동 신동아아파트),406-5415,5,김밥,1500
7396,커커헤어아트,5,이 미용업,서울특별시 서대문구 세검정로1길 48 (홍은동),396-1462,5,파마,20000
7933,SK명품세탁,7,세탁업,서울특별시 구로구 구일로10길 27 (구로동),02-6097-7170,5,양복세탁,5500
8134,만나칼국수,1,한식,서울특별시 관악구 봉천로7길 23 (봉천동) 지하,888-8564,5,비빔밥,5000
8134,만나칼국수,1,한식,서울특별시 관악구 봉천로7길 23 (봉천동) 지하,888-8564,5,칼국수,5000
7392,춘천식당,1,한식,서울특별시 서대문구 수색로2길 45 (남가좌동),309-2208,5,된장찌개백반,4000
8217,초밥아저씨,3,경양식일식,서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호,3281-2820,5,가족모듬초밥(20p),13000
8217,초밥아저씨,3,경양식일식,서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호,3281-2820,5,모듬초밥(10p),5000
8217,초밥아저씨,3,경양식일식,서울특별시 관악구 신원로 23 (신림동) 관악종합시장 108 호,3281-2820,5,특모듬초밥(10p),10000
8279,가마솥설렁탕,1,한식,서울특별시 구로구 고척로40길 33-4 (고척동),02-2615-5292,5,설렁탕,4000
8088,시골짚,1,한식,서울특별시 도봉구 도봉로152길 35 (도봉동),02-954-5243,5,김치찌개,5000
8724,마들김밥,1,한식,서울특별시 노원구 한글비석로 474 (상계동),02-933-9308,5,돈가스,5000
8724,마들김밥,1,한식,서울특별시 노원구 한글비석로 474 (상계동),02-933-9308,5,김밥,1500
7931,황궁,2,중식,서울특별시 구로구 경인로47길 10 (고척동),02-2681-4554,5,짬뽕(홀기준),4000
8088,시골짚,1,한식,서울특별시 도봉구 도봉로152길 35 (도봉동),02-954-5243,5,생삼겹살(국내산200g),12000
7931,황궁,2,중식,서울특별시 구로구 경인로47길 10 (고척동),02-2681-4554,5,짜장면(홀기준),3500
8085,마르떼헤어,5,이 미용업,서울특별시 도봉구 도봉로113길 38 (쌍문동),02-990-6965,5,남성커트,8000
8724,마들김밥,1,한식,서울특별시 노원구 한글비석로 474 (상계동),02-933-9308,5,냉면,3000
7533,중앙한분식,1,한식,서울특별시 구로구 구로동로 126-20 (구로동),02-851-1064,5,된장찌개,5000
7533,중앙한분식,1,한식,서울특별시 구로구 구로동로 126-20 (구로동),02-851-1064,5,김치찌개,5000
8085,마르떼헤어,5,이 미용업,서울특별시 도봉구 도봉로113길 38 (쌍문동),02-990-6965,5,경로우대 펌(매주 목요일),17000
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,김치찌개,7000
8101,21세기이발,5,이 미용업,서울특별시 강서구 강서로17나길 2 (화곡동),02-2601-7745,5,커트,6000
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,돌솥비빔밥,7000
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,5,된장찌개,7000
7309,헤어뱅크,5,이 미용업,서울특별시 강서구 곰달래로49길 11 (화곡동),02-2604-7080,5,커트,10000
7552,은영이발관,5,이 미용업,서울특별시 노원구 석계로15길 25 (월계동 월계1차한일아파트),02-918-5307,5,이용료(커트),5000
7896,구로사진관,13,기타서비스업종,서울특별시 구로구 가마산로 248 (구로동),02-862-4940,5,촬영료,8000
7896,구로사진관,13,기타서비스업종,서울특별시 구로구 가마산로 248 (구로동),02-862-4940,5,인화료,250
6052,소문난맛함흥냉면,1,한식,서울특별시 성동구 무학봉18길 4-1 (하왕십리동),2299-5537       ,5,한우소머리국밥,6000
7951,영화미용실,5,이 미용업,서울특별시 금천구 독산로44길 15 (시흥동),805-2864,5,컷트,6000
7867,테마모텔,8,숙박업(호텔여관),서울특별시 영등포구 영중로6길 23-5 (영등포동3가),02-2675-7500,5,평일,40000
7951,영화미용실,5,이 미용업,서울특별시 금천구 독산로44길 15 (시흥동),805-2864,5,파마,20000
7951,영화미용실,5,이 미용업,서울특별시 금천구 독산로44길 15 (시흥동),805-2864,5,컷트,6000
7309,헤어뱅크,5,이 미용업,서울특별시 강서구 곰달래로49길 11 (화곡동),02-2604-7080,5,파마,30000
6529,약속다방,4,기타외식업(다방패스트푸드등),서울특별시 종로구 종로 302 (창신동),764-1100   ,5,원두커피,2000
8577,백광컴퓨터크리닝,7,세탁업,서울특별시 성동구 마조로 59 (마장동),02-2292-8310,5,세탁료,5000
8577,백광컴퓨터크리닝,7,세탁업,서울특별시 성동구 마조로 59 (마장동),02-2292-8310,5,수선,3000
7051,삼성이발관,5,이 미용업,서울특별시 서대문구 응암로1길 28 (북가좌동) 한양상가 1층,373-3672        ,5,커트,5000
7904,보리밥 솥뚜껑 삼겹살,1,한식,서울특별시 구로구 개봉로15길 12 (개봉동),02-2682-4662,5,삼겹살(국내산200g),10000
7908,새미나미용실,5,이 미용업,서울특별시 구로구 부일로9길 87 (온수동),02-2682-2190,5,파마,25000
7058,연희골굼터,1,한식,서울특별시 서대문구 홍제천로 156-6 (연희동),3143-6883       ,5,삼겹살(180g 오스트리아산),6000
7908,새미나미용실,5,이 미용업,서울특별시 구로구 부일로9길 87 (온수동),02-2682-2190,5,컷트,7000
7925,토탈헤어샵,5,이 미용업,서울특별시 구로구 오류로8길 83 (오류동),02-2688-1717,5,파마,15000
7925,토탈헤어샵,5,이 미용업,서울특별시 구로구 오류로8길 83 (오류동),02-2688-1717,5,컷트,5000
7878,조희미용실,5,이 미용업,서울특별시 광진구 뚝섬로52나길 25 (자양동),447-0658,5,미용료(커트),7000
7878,조희미용실,5,이 미용업,서울특별시 광진구 뚝섬로52나길 25 (자양동),447-0658,5,미용료(파마),25000
7904,보리밥 솥뚜껑 삼겹살,1,한식,서울특별시 구로구 개봉로15길 12 (개봉동),02-2682-4662,5,보리밥,6000
8279,가마솥설렁탕,1,한식,서울특별시 구로구 고척로40길 33-4 (고척동),02-2615-5292,5,갈비탕,5000
7930,화인크리닝세탁소,7,세탁업,서울특별시 구로구 경인로35길 131-15 (고척동),02-2617-7453,5,양복세탁,5000
7875,기성미용실,5,이 미용업,서울특별시 중구 다산로28길 28 (신당동),2231-0053,5,파마,15000
5669,채미용실,5,이 미용업,서울특별시 성동구 용답중앙13길 14 (용답동),2247-0471       ,5,파마,25000
